evangelho,diversidade,comprimento_medio,cluster
joao,0.4692144373673036,5.280254777070064,2
joao,0.4876543209876543,5.421810699588478,2
joao,0.4571984435797665,5.2412451361867705,2
joao,0.4495967741935484,5.252016129032258,2
joao,0.43415637860082307,5.3539094650205765,2
joao,0.453027139874739,5.559498956158664,2
joao,0.4148936170212766,5.274468085106383,2
joao,0.442495126705653,5.173489278752436,2
joao,0.5237154150197628,5.3142292490118574,2
joao,0.4475374732334047,5.014989293361884,2
joao,0.4467120181405896,5.369614512471656,2
joao,0.45493562231759654,5.160944206008583,2
joao,0.4568627450980392,5.476470588235294,3
joao,0.47115384615384615,5.4423076923076925,3
joao,0.4556701030927835,5.3278350515463915,2
joao,0.488,5.382,2
joao,0.4749034749034749,5.343629343629344,2
joao,0.46875,5.1953125,2
joao,0.45875251509054327,5.297786720321931,2
joao,0.44621513944223107,5.53386454183267,2
joao,0.47761194029850745,5.368869936034115,2
joao,0.48269581056466304,5.176684881602914,2
joao,0.5284552845528455,5.298780487804878,2
joao,0.45454545454545453,5.261904761904762,2
joao,0.4451901565995526,5.225950782997763,2
joao,0.439622641509434,5.567924528301887,3
joao,0.4715909090909091,5.456439393939394,3
joao,0.46008403361344535,5.340336134453781,2
joao,0.4653846153846154,5.411538461538462,2
joao,0.4574898785425101,5.2105263157894735,2
joao,0.4578544061302682,5.350574712643678,2
joao,0.4854368932038835,5.184466019417476,2
joao,0.43004115226337447,5.251028806584362,2
joao,0.44064386317907445,5.468812877263582,2
joao,0.4359504132231405,5.421487603305785,2
joao,0.4723404255319149,5.404255319148936,2
joao,0.47610294117647056,5.174632352941177,2
joao,0.5060728744939271,5.321862348178137,2
joao,0.46638655462184875,5.069327731092437,2
joao,0.43946188340807174,5.255605381165919,2
joao,0.45393258426966293,5.2,2
joao,0.4637964774951076,5.430528375733855,3
joao,0.457089552238806,5.559701492537314,3
joao,0.492,5.312,2
joao,0.4530612244897959,5.3244897959183675,2
joao,0.4759036144578313,5.357429718875502,2
joao,0.46257197696737046,5.330134357005758,2
joao,0.4701195219123506,5.288844621513944,2
joao,0.4260355029585799,5.071005917159764,2
joao,0.46153846153846156,5.512820512820513,2
joao,0.4376278118609407,5.425357873210634,2
joao,0.4482758620689655,5.420258620689655,2
joao,0.47876447876447875,5.212355212355212,2
joao,0.5272373540856031,5.381322957198444,2
joao,0.48326359832635984,5.194560669456067,2
joao,0.4378947368421053,5.023157894736842,2
joao,0.4420131291028446,5.36761487964989,2
joao,0.47692307692307695,5.305494505494505,2
joao,0.4576271186440678,5.369114877589454,3
joao,0.491362763915547,5.45489443378119,3
joao,0.5021459227467812,5.510729613733906,2
joao,0.46226415094339623,5.683018867924528,2
joao,0.46487603305785125,5.473140495867769,2
joao,0.5059055118110236,5.503937007874016,2
joao,0.48502994011976047,5.530938123752495,2
joao,0.474120082815735,5.569358178053831,2
joao,0.45491803278688525,5.602459016393443,2
joao,0.4185022026431718,5.7312775330396475,2
joao,0.46794871794871795,5.519230769230769,2
joao,0.5038167938931297,5.425572519083969,2
joao,0.5154639175257731,5.422680412371134,2
joao,0.4346846846846847,5.256756756756757,2
joao,0.46973365617433416,5.566585956416465,2
joao,0.5054704595185996,5.562363238512035,2
joao,0.5212981744421906,5.724137931034483,3
joao,0.47591522157996147,5.595375722543353,3
joao,0.4539614561027837,5.39186295503212,2
joao,0.49613899613899615,5.426640926640927,2
joao,0.4697855750487329,5.358674463937622,2
joao,0.47904191616766467,5.241516966067865,2
joao,0.4274028629856851,5.083844580777096,2
joao,0.49798387096774194,5.715725806451613,2
joao,0.41020408163265304,5.479591836734694,2
joao,0.47904191616766467,5.37125748502994,2
joao,0.5047984644913628,5.295585412667946,2
joao,0.49690721649484537,5.187628865979382,2
joao,0.43908045977011495,5.296551724137931,2
joao,0.45785876993166286,5.070615034168565,2
joao,0.4728682170542636,5.5562015503875966,3
joao,0.46808510638297873,5.398452611218569,3
joao,0.5977653631284916,5.4860335195530725,2
lucas,0.5585215605749486,5.739219712525667,0
lucas,0.5728952772073922,5.718685831622176,0
lucas,0.6168421052631579,5.515789473684211,0
lucas,0.577639751552795,5.575569358178054,1
lucas,0.5725971370143149,5.505112474437627,1
lucas,0.5562632696390658,5.467091295116773,1
lucas,0.5584988962472406,5.492273730684326,1
lucas,0.5560253699788583,5.646934460887949,3
lucas,0.5735294117647058,5.415966386554622,3
lucas,0.5717255717255717,5.721413721413722,3
lucas,0.592079207920792,5.52079207920792,3
lucas,0.5920502092050209,5.608786610878661,3
lucas,0.5635245901639344,5.532786885245901,3
lucas,0.5513833992094862,5.341897233201581,3
lucas,0.5381526104417671,5.4397590361445785,3
lucas,0.5705394190871369,5.744813278008299,0
lucas,0.6106382978723405,5.480851063829787,3
lucas,0.5267665952890792,5.642398286937902,3
lucas,0.5614035087719298,5.7631578947368425,3
lucas,0.5914396887159533,5.815175097276264,0
lucas,0.5697211155378487,5.731075697211155,0
lucas,0.6058394160583942,5.638686131386861,0
lucas,0.5652173913043478,5.638339920948616,1
lucas,0.5871743486973948,5.4448897795591185,1
lucas,0.5628865979381443,5.488659793814433,1
lucas,0.5440313111545988,5.583170254403131,3
lucas,0.5821782178217821,5.564356435643564,3
lucas,0.5791583166332666,5.50501002004008,3
lucas,0.5949119373776908,5.526418786692759,3
lucas,0.5674603174603174,5.607142857142857,3
lucas,0.5555555555555556,5.52929292929293,3
lucas,0.5841392649903289,5.328820116054159,3
lucas,0.5194805194805194,5.49165120593692,3
lucas,0.5584158415841585,5.74059405940594,0
lucas,0.6234567901234568,5.532921810699588,3
lucas,0.52734375,5.673828125,3
lucas,0.5876494023904383,5.944223107569721,3
lucas,0.51,5.64,0
lucas,0.5705645161290323,5.725806451612903,0
lucas,0.6128440366972477,5.587155963302752,0
lucas,0.5717171717171717,5.608080808080808,1
lucas,0.5475728155339806,5.50873786407767,1
lucas,0.5688259109311741,5.5,1
lucas,0.5668103448275862,5.484913793103448,1
lucas,0.5509803921568628,5.609803921568627,1
lucas,0.5664621676891616,5.560327198364008,3
lucas,0.5909090909090909,5.402892561983471,3
lucas,0.5863453815261044,5.640562248995984,3
lucas,0.5649606299212598,5.5078740157480315,3
lucas,0.587426326129666,5.6660117878192535,3
lucas,0.5502092050209205,5.472803347280335,3
lucas,0.6268041237113402,5.585567010309278,3
lucas,0.5612648221343873,5.341897233201581,3
lucas,0.5383141762452107,5.530651340996169,3
lucas,0.5717131474103586,5.735059760956175,0
lucas,0.628099173553719,5.5929752066115705,3
lucas,0.5533596837944664,5.559288537549407,3
lucas,0.5696969696969697,5.698989898989899,3
lucas,0.6155378486055777,5.796812749003984,0
lucas,0.5616161616161616,5.757575757575758,0
lucas,0.6383399209486166,5.851778656126482,0
lucas,0.5625,5.457720588235294,0
lucas,0.562624254473161,5.618290258449304,1
lucas,0.5686274509803921,5.447058823529412,1
lucas,0.558695652173913,5.480434782608696,1
lucas,0.556237218813906,5.552147239263804,1
lucas,0.5694164989939637,5.571428571428571,3
lucas,0.5436507936507936,5.4603174603174605,3
lucas,0.6008316008316008,5.546777546777546,3
lucas,0.5756972111553785,5.659362549800797,3
lucas,0.583984375,5.546875,3
lucas,0.5578093306288032,5.50709939148073,3
lucas,0.5744234800838575,5.589098532494759,3
lucas,0.5890688259109311,5.392712550607287,3
lucas,0.5446096654275093,5.366171003717472,3
lucas,0.5649484536082474,5.762886597938144,0
lucas,0.6073500967117988,5.6518375241779495,0
lucas,0.6033755274261603,5.546413502109704,3
lucas,0.5380116959064327,5.631578947368421,3
lucas,0.6064908722109533,5.9452332657200815,3
lucas,0.5098814229249012,5.83794466403162,0
lucas,0.5851703406813628,5.813627254509018,0
lucas,0.5859519408502772,5.497227356746765,0
lucas,0.5476190476190477,5.559523809523809,1
lucas,0.5521472392638037,5.621676891615542,1
lucas,0.5654885654885655,5.667359667359667,1
lucas,0.5537848605577689,5.625498007968128,1
lucas,0.5846456692913385,5.761811023622047,3
lucas,0.5284552845528455,5.556910569105691,3
lucas,0.5589430894308943,5.678861788617886,3
lucas,0.6004098360655737,5.831967213114754,3
lucas,0.5828343313373253,5.6467065868263475,3
lucas,0.5277207392197125,5.7782340862423,3
lucas,0.5922131147540983,5.530737704918033,3
lucas,0.5515873015873016,5.517857142857143,3
lucas,0.5292929292929293,5.707070707070707,3
lucas,0.5252100840336135,5.810924369747899,0
lucas,0.6192384769539078,5.851703406813627,3
lucas,0.5676855895196506,5.737991266375546,3
lucas,0.5967741935483871,5.917338709677419,3
lucas,0.592274678111588,6.0,0
lucas,0.5862068965517241,5.835699797160244,0
lucas,0.6435845213849287,5.918533604887983,0
lucas,0.5498154981549815,5.400369003690037,0
lucas,0.55,5.5346153846153845,1
lucas,0.6,5.5484536082474225,1
lucas,0.5548780487804879,5.508130081300813,1
lucas,0.5894941634241245,5.642023346303502,3
lucas,0.5838383838383838,5.404040404040404,3
lucas,0.564,5.674,3
lucas,0.6055226824457594,5.611439842209073,3
lucas,0.5811088295687885,5.568788501026694,3
lucas,0.5987525987525988,5.663201663201663,3
lucas,0.566793893129771,5.3816793893129775,3
lucas,0.581081081081081,5.583011583011583,3
lucas,0.5788461538461539,5.640384615384615,0
lucas,0.6103092783505155,5.579381443298969,3
lucas,0.5579567779960707,5.669941060903732,3
lucas,0.6025974025974026,5.787012987012987,3
marcos,0.5555555555555556,5.55959595959596,1
marcos,0.5429184549356223,5.560085836909871,1
marcos,0.5753715498938429,5.6411889596602975,1
marcos,0.5773195876288659,5.534020618556701,3
marcos,0.5450819672131147,5.682377049180328,3
marcos,0.5634743875278396,5.728285077951003,3
marcos,0.5502092050209205,5.606694560669456,3
marcos,0.5185995623632386,5.722100656455142,0
marcos,0.6118811881188119,5.627722772277227,3
marcos,0.5546218487394958,5.632352941176471,3
marcos,0.6288032454361054,5.797160243407708,3
marcos,0.5615384615384615,5.644230769230769,1
marcos,0.5589430894308943,5.5894308943089435,1
marcos,0.5636363636363636,5.636363636363637,1
marcos,0.5694716242661448,5.604696673189824,3
marcos,0.556,5.758,3
marcos,0.5448979591836735,5.681632653061224,3
marcos,0.5674044265593562,5.674044265593562,3
marcos,0.5618448637316562,5.784067085953878,0
marcos,0.6220472440944882,5.5295275590551185,3
marcos,0.563953488372093,5.753875968992248,3
marcos,0.6035502958579881,5.664694280078895,1
marcos,0.5141700404858299,5.615384615384615,1
marcos,0.5212121212121212,5.626262626262626,1
marcos,0.5608247422680412,5.534020618556701,1
marcos,0.595703125,5.587890625,3
marcos,0.5557768924302788,5.7370517928286855,3
marcos,0.5360824742268041,5.736082474226804,3
marcos,0.5544354838709677,5.512096774193548,3
marcos,0.5663900414937759,5.726141078838174,0
marcos,0.5720250521920668,5.887265135699374,0
marcos,0.6303030303030303,5.527272727272727,3
marcos,0.5647058823529412,5.745098039215686,3
marcos,0.6414342629482072,5.637450199203188,3
marcos,0.5384615384615384,5.607495069033531,1
marcos,0.5376984126984127,5.501984126984127,1
marcos,0.5833333333333334,5.698717948717949,1
marcos,0.5583657587548638,5.5505836575875485,1
marcos,0.59,5.718,3
marcos,0.5423387096774194,5.655241935483871,3
marcos,0.5322245322245323,5.665280665280665,3
marcos,0.5705521472392638,5.638036809815951,3
marcos,0.5618448637316562,5.8427672955974845,0
marcos,0.6055776892430279,5.597609561752988,3
marcos,0.6081632653061224,5.677551020408163,3
marcos,0.594059405940594,5.693069306930693,3
marcos,0.6031434184675835,5.654223968565815,1
marcos,0.564870259481038,5.832335329341317,1
marcos,0.516504854368932,5.739805825242718,1
marcos,0.5603960396039604,5.77029702970297,1
marcos,0.5717017208413002,5.720841300191204,3
marcos,0.5355731225296443,5.75098814229249,3
marcos,0.5368852459016393,5.780737704918033,3
marcos,0.5346938775510204,5.63265306122449,3
marcos,0.5505154639175258,5.847422680412371,0
marcos,0.5618448637316562,5.731656184486373,0
marcos,0.6202783300198808,5.775347912524851,3
marcos,0.5483234714003945,5.826429980276134,3
marcos,0.5968379446640316,5.695652173913044,3
marcos,0.5472837022132797,5.722334004024145,1
marcos,0.5719844357976653,5.647859922178989,1
marcos,0.5964912280701754,5.6647173489278755,1
marcos,0.585603112840467,5.692607003891051,3
marcos,0.5544747081712063,5.7315175097276265,3
marcos,0.553014553014553,5.6819126819126815,3
marcos,0.5778688524590164,5.711065573770492,0
marcos,0.594488188976378,5.74015748031496,0
marcos,0.5889328063241107,5.691699604743083,3
marcos,0.6135458167330677,5.6673306772908365,3
marcos,0.8974358974358975,5.871794871794871,3
mateus,0.5445544554455446,5.528712871287128,0
mateus,0.5562248995983936,5.78714859437751,3
mateus,0.5501022494887525,5.439672801635992,3
mateus,0.5407554671968191,5.777335984095427,1
mateus,0.5646123260437376,5.4831013916500995,3
mateus,0.5691382765531062,5.480961923847695,1
mateus,0.4820717131474104,5.50597609561753,1
mateus,0.5595959595959596,5.545454545454546,3
mateus,0.5529411764705883,5.552941176470588,3
mateus,0.5429184549356223,5.663090128755365,3
mateus,0.5287846481876333,5.722814498933902,3
mateus,0.5467775467775468,5.727650727650728,0
mateus,0.5209580838323353,5.698602794411178,3
mateus,0.5728542914171657,5.578842315369261,3
mateus,0.5074309978768577,5.649681528662421,3
mateus,0.5329341317365269,5.636726546906187,3
mateus,0.5875486381322957,5.8229571984435795,3
mateus,0.5095057034220533,5.598859315589354,0
mateus,0.5594541910331384,5.614035087719298,3
mateus,0.5517241379310345,5.430020283975659,3
mateus,0.5103189493433395,5.621013133208256,1
mateus,0.5760649087221096,5.498985801217039,3
mateus,0.5529865125240848,5.499036608863198,1
mateus,0.49183673469387756,5.546938775510204,1
mateus,0.544280442804428,5.629151291512915,3
mateus,0.5557768924302788,5.699203187250996,3
mateus,0.5378323108384458,5.554192229038855,3
mateus,0.5560253699788583,5.86892177589852,0
mateus,0.5212981744421906,5.813387423935091,0
mateus,0.5547309833024119,5.630797773654916,3
mateus,0.4822834645669291,5.56496062992126,3
mateus,0.5813492063492064,5.686507936507937,3
mateus,0.5572232645403377,5.7242026266416515,3
mateus,0.5171790235081374,5.674502712477396,0
mateus,0.5436507936507936,5.513888888888889,0
mateus,0.5425101214574899,5.6214574898785425,3
mateus,0.5360169491525424,5.4809322033898304,3
mateus,0.5418250950570342,5.532319391634981,1
mateus,0.5328330206378987,5.628517823639775,1
mateus,0.610752688172043,5.550537634408602,3
mateus,0.5181644359464627,5.5181644359464626,1
mateus,0.49583333333333335,5.54375,1
mateus,0.5838150289017341,5.622350674373796,3
mateus,0.5445736434108527,5.635658914728682,3
mateus,0.5435684647302904,5.406639004149378,3
mateus,0.5344129554655871,5.680161943319838,3
mateus,0.5789473684210527,5.863157894736842,0
mateus,0.53099173553719,5.770661157024794,0
mateus,0.5287356321839081,5.71455938697318,3
mateus,0.5393700787401575,5.511811023622047,3
mateus,0.49696969696969695,5.654545454545454,3
mateus,0.5714285714285714,5.5436507936507935,3
mateus,0.5514018691588785,5.706542056074766,3
mateus,0.517304189435337,5.681238615664845,0
mateus,0.5474308300395256,5.466403162055336,0
mateus,0.5303643724696356,5.676113360323886,3
mateus,0.5360169491525424,5.478813559322034,3
mateus,0.5613026819923371,5.5344827586206895,1
mateus,0.5278810408921933,5.652416356877324,1
mateus,0.6112311015118791,5.535637149028077,3
mateus,0.5124760076775432,5.500959692898273,1
mateus,0.4948453608247423,5.536082474226804,1
mateus,0.5786407766990291,5.61747572815534,3
mateus,0.5461538461538461,5.653846153846154,3
mateus,0.5475206611570248,5.417355371900826,3
mateus,0.5263157894736842,5.627530364372469,3
mateus,0.5642105263157895,5.888421052631579,0
mateus,0.5370370370370371,5.790123456790123,0
mateus,0.5277246653919694,5.676864244741874,3
mateus,0.5502958579881657,5.522682445759369,3
mateus,0.486815415821501,5.612576064908722,3
mateus,0.5742574257425742,5.562376237623762,3
mateus,0.5626168224299065,5.725233644859813,3
mateus,0.5451127819548872,5.620300751879699,0
mateus,0.5401174168297456,5.365949119373777,0
mateus,0.5934782608695652,5.789130434782609,3
mateus,0.5094736842105263,5.389473684210526,3
mateus,0.5700197238658777,5.806706114398422,1
mateus,0.591182364729459,5.671342685370742,1
mateus,0.5901287553648069,5.6995708154506435,1
mateus,0.5117647058823529,5.523529411764706,1
mateus,0.5216535433070866,5.661417322834645,1
mateus,0.5289719626168224,5.747663551401869,3
mateus,0.5517970401691332,5.695560253699789,3
mateus,0.5333333333333333,5.537634408602151,3
mateus,0.5254237288135594,5.938559322033898,3
mateus,0.5278350515463918,5.8412371134020615,0
mateus,0.5158562367864693,5.718816067653277,0
mateus,0.5936254980079682,5.802788844621514,3
mateus,0.48822269807280516,5.601713062098501,3
mateus,0.5895372233400402,5.778672032193159,3
mateus,0.5300970873786408,5.945631067961165,3
mateus,0.5853658536585366,5.771106941838649,0
mateus,0.5421455938697318,5.42911877394636,0
mateus,0.5737051792828686,5.47808764940239,3
mateus,0.5711422845691383,5.458917835671342,3
mateus,0.5633270321361059,5.667296786389414,1
mateus,0.6050955414012739,5.40339702760085,3
mateus,0.5190114068441065,5.420152091254753,1
mateus,0.550098231827112,5.6227897838899805,1
mateus,0.5412844036697247,5.590825688073394,3
mateus,0.5272727272727272,5.505050505050505,3
mateus,0.5454545454545454,5.680808080808081,3
mateus,0.5564681724845996,5.819301848049282,0
mateus,0.5438931297709924,5.793893129770993,3
mateus,0.5422396856581533,5.540275049115913,3
mateus,0.5806451612903226,5.656546489563567,3
mateus,0.5617977528089888,5.850187265917603,3
mateus,0.7175141242937854,5.853107344632768,3
